LineId,Date,Time,Level,Content,EventId,EventTemplate,ParameterList
260,Oct,10,15,22:32 test-pc kernel: [ 1794.783765][T31847] dlp_file_pro: old_file_path=/data/home/test/abc5,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:32', '1794.783765][T31847]', 'old_file_path=/data/home/test/abc5']"
261,Oct,10,15,22:32 test-pc kernel: [ 1794.783766][T31847] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:32', '1794.783766][T31847]', 'new_file_path=(null)']"
262,Oct,10,15,22:34 test-pc kernel: [ 1794.783767][T31847] dlp_file_pro: uid=1000 pid=31847 comm=/usr/bin/mv rename sensitive file old_file=abc5 new_file=abc55 dir_ino=3932162  inode_ino=3939923,480a21b4,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> dir_ino=3932162 inode_ino=3939923,"['22:34', '1794.783767][T31847]', 'pid=31847', 'old_file=abc5 new_file=abc55']"
263,Oct,10,15,22:34 test-pc kernel: [ 1796.916433][T31860] dlp_file_pro: old_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:34', '1796.916433][T31860]', 'old_dir=/data/home/test']"
264,Oct,10,15,22:34 test-pc kernel: [ 1796.916435][T31860] dlp_file_pro: new_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:34', '1796.916435][T31860]', 'new_dir=/data/home/test']"
265,Oct,10,15,22:34 test-pc kernel: [ 1796.916436][T31860] dlp_file_pro: old_file_path=/data/home/test/abc55,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:34', '1796.916436][T31860]', 'old_file_path=/data/home/test/abc55']"
266,Oct,10,15,22:34 test-pc kernel: [ 1796.916436][T31860] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:34', '1796.916436][T31860]', 'new_file_path=(null)']"
267,Oct,10,15,22:35 test-pc kernel: [ 1796.916437][T31860] dlp_file_pro: uid=1000 pid=31860 comm=/usr/bin/mv rename sensitive file old_file=abc55 new_file=abc5 dir_ino=3932162  inode_ino=3939923,480a21b4,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> dir_ino=3932162 inode_ino=3939923,"['22:35', '1796.916437][T31860]', 'pid=31860', 'old_file=abc55 new_file=abc5']"
268,Oct,10,15,22:35 test-pc kernel: [ 1797.799978][T31864] dlp_file_pro: old_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:35', '1797.799978][T31864]', 'old_dir=/data/home/test']"
269,Oct,10,15,22:35 test-pc kernel: [ 1797.799979][T31864] dlp_file_pro: new_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:35', '1797.799979][T31864]', 'new_dir=/data/home/test']"
270,Oct,10,15,22:35 test-pc kernel: [ 1797.799980][T31864] dlp_file_pro: old_file_path=/data/home/test/abc5,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:35', '1797.799980][T31864]', 'old_file_path=/data/home/test/abc5']"
271,Oct,10,15,22:35 test-pc kernel: [ 1797.799981][T31864] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:35', '1797.799981][T31864]', 'new_file_path=(null)']"
272,Oct,10,15,22:36 test-pc kernel: [ 1797.799982][T31864] dlp_file_pro: uid=1000 pid=31864 comm=/usr/bin/mv rename sensitive file old_file=abc5 new_file=abc55 dir_ino=3932162  inode_ino=3939923,480a21b4,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> dir_ino=3932162 inode_ino=3939923,"['22:36', '1797.799982][T31864]', 'pid=31864', 'old_file=abc5 new_file=abc55']"
273,Oct,10,15,22:36 test-pc kernel: [ 1798.640269][T31865] dlp_file_pro: old_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:36', '1798.640269][T31865]', 'old_dir=/data/home/test']"
274,Oct,10,15,22:36 test-pc kernel: [ 1798.640271][T31865] dlp_file_pro: new_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:36', '1798.640271][T31865]', 'new_dir=/data/home/test']"
275,Oct,10,15,22:36 test-pc kernel: [ 1798.640272][T31865] dlp_file_pro: old_file_path=/data/home/test/abc55,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:36', '1798.640272][T31865]', 'old_file_path=/data/home/test/abc55']"
276,Oct,10,15,22:36 test-pc kernel: [ 1798.640272][T31865] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:36', '1798.640272][T31865]', 'new_file_path=(null)']"
277,Oct,10,15,22:36 test-pc kernel: [ 1798.640273][T31865] dlp_file_pro: uid=1000 pid=31865 comm=/usr/bin/mv rename sensitive file old_file=abc55 new_file=abc5 dir_ino=3932162  inode_ino=3939923,480a21b4,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> dir_ino=3932162 inode_ino=3939923,"['22:36', '1798.640273][T31865]', 'pid=31865', 'old_file=abc55 new_file=abc5']"
278,Oct,10,15,22:36 test-pc kernel: [ 1799.481819][T31869] dlp_file_pro: old_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:36', '1799.481819][T31869]', 'old_dir=/data/home/test']"
279,Oct,10,15,22:36 test-pc kernel: [ 1799.481821][T31869] dlp_file_pro: new_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:36', '1799.481821][T31869]', 'new_dir=/data/home/test']"
280,Oct,10,15,22:36 test-pc kernel: [ 1799.481822][T31869] dlp_file_pro: old_file_path=/data/home/test/abc5,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:36', '1799.481822][T31869]', 'old_file_path=/data/home/test/abc5']"
281,Oct,10,15,22:36 test-pc kernel: [ 1799.481822][T31869] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:36', '1799.481822][T31869]', 'new_file_path=(null)']"
282,Oct,10,15,22:37 test-pc kernel: [ 1799.481823][T31869] dlp_file_pro: uid=1000 pid=31869 comm=/usr/bin/mv rename sensitive file old_file=abc5 new_file=abc55 dir_ino=3932162  inode_ino=3939923,480a21b4,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> dir_ino=3932162 inode_ino=3939923,"['22:37', '1799.481823][T31869]', 'pid=31869', 'old_file=abc5 new_file=abc55']"
283,Oct,10,15,22:37 test-pc kernel: [ 1800.248344][T31875] dlp_file_pro: old_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:37', '1800.248344][T31875]', 'old_dir=/data/home/test']"
284,Oct,10,15,22:37 test-pc kernel: [ 1800.248346][T31875] dlp_file_pro: new_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:37', '1800.248346][T31875]', 'new_dir=/data/home/test']"
285,Oct,10,15,22:37 test-pc kernel: [ 1800.248347][T31875] dlp_file_pro: old_file_path=/data/home/test/abc55,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:37', '1800.248347][T31875]', 'old_file_path=/data/home/test/abc55']"
286,Oct,10,15,22:37 test-pc kernel: [ 1800.248347][T31875] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['22:37', '1800.248347][T31875]', 'new_file_path=(null)']"
287,Oct,10,15,31:26 test-pc kernel: [ 1800.248367][T31875] dlp_file_pro: uid=1000 pid=31875 comm=/usr/bin/mv rename sensitive file old_file=abc55 new_file=abc5 dir_ino=3932162  inode_ino=3939923,480a21b4,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> dir_ino=3932162 inode_ino=3939923,"['31:26', '1800.248367][T31875]', 'pid=31875', 'old_file=abc55 new_file=abc5']"
288,Oct,10,15,31:26 test-pc kernel: [ 2329.021865][T35841] Security Module dlp_file_pro removed,e52a19d3,<*> test-pc kernel: [ <*> Security Module <*> removed,"['31:26', '2329.021865][T35841]', 'dlp_file_pro']"
289,Oct,10,15,31:26 test-pc kernel: [ 2329.021889][T35841] dlp_file_pro module exit,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['31:26', '2329.021889][T35841] dlp_file_pro', 'exit']"
290,Oct,10,15,31:26 test-pc kernel: [ 2329.061569][T35845] dlp_file_pro module initializing.,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['31:26', '2329.061569][T35845] dlp_file_pro', 'initializing.']"
291,Oct,10,15,31:26 test-pc kernel: [ 2329.061573][T35845] Security Module dlp_file_pro loaded with 2 hooks,beeb93c9,<*> test-pc kernel: [ <*> Security Module <*> loaded with <*> hooks,"['31:26', '2329.061573][T35845]', 'dlp_file_pro', '2']"
292,Oct,10,15,31:26 test-pc kernel: [ 2329.061573][T35845] dlp_file_pro kernel module add LSM hooks successfully.,ba1e19c2,<*> test-pc kernel: [ <*> <*> kernel module add LSM hooks successfully.,"['31:26', '2329.061573][T35845] dlp_file_pro']"
293,Oct,10,15,31:26 test-pc kernel: [ 2329.061580][T35845] dlp_file_pro kernel module sysfs init successfully.,8c9b742a,<*> test-pc kernel: [ <*> <*> kernel module sysfs init successfully.,"['31:26', '2329.061580][T35845] dlp_file_pro']"
294,Oct,10,15,31:29 test-pc kernel: [ 2331.931858][T35879] dlp_file_pro: old_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:29', '2331.931858][T35879]', 'old_dir=/data/home/test']"
295,Oct,10,15,31:29 test-pc kernel: [ 2331.931860][T35879] dlp_file_pro: new_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:29', '2331.931860][T35879]', 'new_dir=/data/home/test']"
296,Oct,10,15,31:29 test-pc kernel: [ 2331.931861][T35879] dlp_file_pro: old_file_path=/data/home/test/abc5,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:29', '2331.931861][T35879]', 'old_file_path=/data/home/test/abc5']"
297,Oct,10,15,31:29 test-pc kernel: [ 2331.931861][T35879] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:29', '2331.931861][T35879]', 'new_file_path=(null)']"
298,Oct,10,15,31:30 test-pc kernel: [ 2331.931863][T35879] dlp_file_pro: rename sensitive file 				uid=1000 	pid=35879 		comm=/usr/bin/mv 	old_file=/data/home/test/abc5 	new_file=/data/home/testabc55 				old_dir_ino=3932162  inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['31:30', '2331.931863][T35879]', 'pid=35879', 'old_file=/data/home/test/abc5 \tnew_file=/data/home/testabc55', 'inode_ino=3939923']"
299,Oct,10,15,31:30 test-pc kernel: [ 2332.852435][T35886] dlp_file_pro: old_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:30', '2332.852435][T35886]', 'old_dir=/data/home/test']"
300,Oct,10,15,31:30 test-pc kernel: [ 2332.852437][T35886] dlp_file_pro: new_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:30', '2332.852437][T35886]', 'new_dir=/data/home/test']"
301,Oct,10,15,31:30 test-pc kernel: [ 2332.852438][T35886] dlp_file_pro: old_file_path=/data/home/test/abc55,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:30', '2332.852438][T35886]', 'old_file_path=/data/home/test/abc55']"
302,Oct,10,15,31:30 test-pc kernel: [ 2332.852439][T35886] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:30', '2332.852439][T35886]', 'new_file_path=(null)']"
303,Oct,10,15,31:31 test-pc kernel: [ 2332.852440][T35886] dlp_file_pro: rename sensitive file 				uid=1000 	pid=35886 		comm=/usr/bin/mv 	old_file=/data/home/test/abc55 	new_file=/data/home/testabc5 				old_dir_ino=3932162  inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['31:31', '2332.852440][T35886]', 'pid=35886', 'old_file=/data/home/test/abc55 \tnew_file=/data/home/testabc5', 'inode_ino=3939923']"
304,Oct,10,15,31:31 test-pc kernel: [ 2333.652744][T35905] dlp_file_pro: old_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:31', '2333.652744][T35905]', 'old_dir=/data/home/test']"
305,Oct,10,15,31:31 test-pc kernel: [ 2333.652746][T35905] dlp_file_pro: new_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:31', '2333.652746][T35905]', 'new_dir=/data/home/test']"
306,Oct,10,15,31:31 test-pc kernel: [ 2333.652747][T35905] dlp_file_pro: old_file_path=/data/home/test/abc5,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:31', '2333.652747][T35905]', 'old_file_path=/data/home/test/abc5']"
307,Oct,10,15,31:31 test-pc kernel: [ 2333.652747][T35905] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:31', '2333.652747][T35905]', 'new_file_path=(null)']"
308,Oct,10,15,31:32 test-pc kernel: [ 2333.652748][T35905] dlp_file_pro: rename sensitive file 				uid=1000 	pid=35905 		comm=/usr/bin/mv 	old_file=/data/home/test/abc5 	new_file=/data/home/testabc55 				old_dir_ino=3932162  inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['31:32', '2333.652748][T35905]', 'pid=35905', 'old_file=/data/home/test/abc5 \tnew_file=/data/home/testabc55', 'inode_ino=3939923']"
309,Oct,10,15,31:32 test-pc kernel: [ 2334.602813][T35918] dlp_file_pro: old_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:32', '2334.602813][T35918]', 'old_dir=/data/home/test']"
310,Oct,10,15,31:32 test-pc kernel: [ 2334.602815][T35918] dlp_file_pro: new_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:32', '2334.602815][T35918]', 'new_dir=/data/home/test']"
311,Oct,10,15,31:32 test-pc kernel: [ 2334.602816][T35918] dlp_file_pro: old_file_path=/data/home/test/abc55,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:32', '2334.602816][T35918]', 'old_file_path=/data/home/test/abc55']"
312,Oct,10,15,31:32 test-pc kernel: [ 2334.602817][T35918] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:32', '2334.602817][T35918]', 'new_file_path=(null)']"
313,Oct,10,15,31:32 test-pc kernel: [ 2334.602818][T35918] dlp_file_pro: rename sensitive file 				uid=1000 	pid=35918 		comm=/usr/bin/mv 	old_file=/data/home/test/abc55 	new_file=/data/home/testabc5 				old_dir_ino=3932162  inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['31:32', '2334.602818][T35918]', 'pid=35918', 'old_file=/data/home/test/abc55 \tnew_file=/data/home/testabc5', 'inode_ino=3939923']"
314,Oct,10,15,31:32 test-pc kernel: [ 2335.564355][T35922] dlp_file_pro: old_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:32', '2335.564355][T35922]', 'old_dir=/data/home/test']"
315,Oct,10,15,31:32 test-pc kernel: [ 2335.564356][T35922] dlp_file_pro: new_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:32', '2335.564356][T35922]', 'new_dir=/data/home/test']"
316,Oct,10,15,31:32 test-pc kernel: [ 2335.564358][T35922] dlp_file_pro: old_file_path=/data/home/test/abc5,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:32', '2335.564358][T35922]', 'old_file_path=/data/home/test/abc5']"
317,Oct,10,15,31:32 test-pc kernel: [ 2335.564358][T35922] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:32', '2335.564358][T35922]', 'new_file_path=(null)']"
318,Oct,10,15,31:33 test-pc kernel: [ 2335.564360][T35922] dlp_file_pro: rename sensitive file 				uid=1000 	pid=35922 		comm=/usr/bin/mv 	old_file=/data/home/test/abc5 	new_file=/data/home/testabc55 				old_dir_ino=3932162  inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['31:33', '2335.564360][T35922]', 'pid=35922', 'old_file=/data/home/test/abc5 \tnew_file=/data/home/testabc55', 'inode_ino=3939923']"
319,Oct,10,15,31:33 test-pc kernel: [ 2336.540704][T35937] dlp_file_pro: old_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:33', '2336.540704][T35937]', 'old_dir=/data/home/test']"
320,Oct,10,15,31:33 test-pc kernel: [ 2336.540705][T35937] dlp_file_pro: new_dir=/data/home/test,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:33', '2336.540705][T35937]', 'new_dir=/data/home/test']"
321,Oct,10,15,31:33 test-pc kernel: [ 2336.540706][T35937] dlp_file_pro: old_file_path=/data/home/test/abc55,8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:33', '2336.540706][T35937]', 'old_file_path=/data/home/test/abc55']"
322,Oct,10,15,31:33 test-pc kernel: [ 2336.540707][T35937] dlp_file_pro: new_file_path=(null),8e73bd79,<*> test-pc kernel: [ <*> dlp_file_pro: <*>,"['31:33', '2336.540707][T35937]', 'new_file_path=(null)']"
323,Oct,10,15,32:42 test-pc kernel: [ 2336.540708][T35937] dlp_file_pro: rename sensitive file 				uid=1000 	pid=35937 		comm=/usr/bin/mv 	old_file=/data/home/test/abc55 	new_file=/data/home/testabc5 				old_dir_ino=3932162  inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['32:42', '2336.540708][T35937]', 'pid=35937', 'old_file=/data/home/test/abc55 \tnew_file=/data/home/testabc5', 'inode_ino=3939923']"
324,Oct,10,15,32:42 test-pc kernel: [ 2404.632384][T37198] Security Module dlp_file_pro removed,e52a19d3,<*> test-pc kernel: [ <*> Security Module <*> removed,"['32:42', '2404.632384][T37198]', 'dlp_file_pro']"
325,Oct,10,15,32:42 test-pc kernel: [ 2404.632390][T37198] dlp_file_pro module exit,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['32:42', '2404.632390][T37198] dlp_file_pro', 'exit']"
326,Oct,10,15,32:42 test-pc kernel: [ 2404.673723][T37202] dlp_file_pro module initializing.,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['32:42', '2404.673723][T37202] dlp_file_pro', 'initializing.']"
327,Oct,10,15,32:42 test-pc kernel: [ 2404.673726][T37202] Security Module dlp_file_pro loaded with 2 hooks,beeb93c9,<*> test-pc kernel: [ <*> Security Module <*> loaded with <*> hooks,"['32:42', '2404.673726][T37202]', 'dlp_file_pro', '2']"
328,Oct,10,15,32:42 test-pc kernel: [ 2404.673726][T37202] dlp_file_pro kernel module add LSM hooks successfully.,ba1e19c2,<*> test-pc kernel: [ <*> <*> kernel module add LSM hooks successfully.,"['32:42', '2404.673726][T37202] dlp_file_pro']"
329,Oct,10,15,32:42 test-pc kernel: [ 2404.673732][T37202] dlp_file_pro kernel module sysfs init successfully.,8c9b742a,<*> test-pc kernel: [ <*> <*> kernel module sysfs init successfully.,"['32:42', '2404.673732][T37202] dlp_file_pro']"
330,Oct,10,15,33:04 test-pc kernel: [ 2426.961505][T37912] Security Module dlp_file_pro removed,e52a19d3,<*> test-pc kernel: [ <*> Security Module <*> removed,"['33:04', '2426.961505][T37912]', 'dlp_file_pro']"
331,Oct,10,15,33:04 test-pc kernel: [ 2426.961511][T37912] dlp_file_pro module exit,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['33:04', '2426.961511][T37912] dlp_file_pro', 'exit']"
332,Oct,10,15,33:04 test-pc kernel: [ 2427.009504][T37916] dlp_file_pro module initializing.,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['33:04', '2427.009504][T37916] dlp_file_pro', 'initializing.']"
333,Oct,10,15,33:04 test-pc kernel: [ 2427.009507][T37916] Security Module dlp_file_pro loaded with 2 hooks,beeb93c9,<*> test-pc kernel: [ <*> Security Module <*> loaded with <*> hooks,"['33:04', '2427.009507][T37916]', 'dlp_file_pro', '2']"
334,Oct,10,15,33:04 test-pc kernel: [ 2427.009507][T37916] dlp_file_pro kernel module add LSM hooks successfully.,ba1e19c2,<*> test-pc kernel: [ <*> <*> kernel module add LSM hooks successfully.,"['33:04', '2427.009507][T37916] dlp_file_pro']"
335,Oct,10,15,33:04 test-pc kernel: [ 2427.009513][T37916] dlp_file_pro kernel module sysfs init successfully.,8c9b742a,<*> test-pc kernel: [ <*> <*> kernel module sysfs init successfully.,"['33:04', '2427.009513][T37916] dlp_file_pro']"
336,Oct,10,15,33:08 test-pc kernel: [ 2429.445734][T37928] dlp_file_pro: rename sensitive file 				uid=1000 pid=37928 comm=/usr/bin/mv old_file=/data/home/test/abc5 new_file=/data/home/testabc55 old_dir_ino=3932162 inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['33:08', '2429.445734][T37928]', 'pid=37928', 'old_file=/data/home/test/abc5 new_file=/data/home/testabc55', 'inode_ino=3939923']"
337,Oct,10,15,33:08 test-pc kernel: [ 2430.594236][T37934] dlp_file_pro: rename sensitive file 				uid=1000 pid=37934 comm=/usr/bin/mv old_file=/data/home/test/abc55 new_file=/data/home/testabc5 old_dir_ino=3932162 inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['33:08', '2430.594236][T37934]', 'pid=37934', 'old_file=/data/home/test/abc55 new_file=/data/home/testabc5', 'inode_ino=3939923']"
338,Oct,10,15,33:09 test-pc kernel: [ 2431.558172][T37938] dlp_file_pro: rename sensitive file 				uid=1000 pid=37938 comm=/usr/bin/mv old_file=/data/home/test/abc5 new_file=/data/home/testabc55 old_dir_ino=3932162 inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['33:09', '2431.558172][T37938]', 'pid=37938', 'old_file=/data/home/test/abc5 new_file=/data/home/testabc55', 'inode_ino=3939923']"
339,Oct,10,15,33:10 test-pc kernel: [ 2432.312190][T37944] dlp_file_pro: rename sensitive file 				uid=1000 pid=37944 comm=/usr/bin/mv old_file=/data/home/test/abc55 new_file=/data/home/testabc5 old_dir_ino=3932162 inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['33:10', '2432.312190][T37944]', 'pid=37944', 'old_file=/data/home/test/abc55 new_file=/data/home/testabc5', 'inode_ino=3939923']"
340,Oct,10,15,34:11 test-pc kernel: [ 2433.294166][T37948] dlp_file_pro: rename sensitive file 				uid=1000 pid=37948 comm=/usr/bin/mv old_file=/data/home/test/abc5 new_file=/data/home/testabc55 old_dir_ino=3932162 inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['34:11', '2433.294166][T37948]', 'pid=37948', 'old_file=/data/home/test/abc5 new_file=/data/home/testabc55', 'inode_ino=3939923']"
341,Oct,10,15,34:11 test-pc kernel: [ 2493.904798][T38924] Security Module dlp_file_pro removed,e52a19d3,<*> test-pc kernel: [ <*> Security Module <*> removed,"['34:11', '2493.904798][T38924]', 'dlp_file_pro']"
342,Oct,10,15,34:11 test-pc kernel: [ 2493.904803][T38924] dlp_file_pro module exit,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['34:11', '2493.904803][T38924] dlp_file_pro', 'exit']"
343,Oct,10,15,34:11 test-pc kernel: [ 2493.940511][T38928] dlp_file_pro module initializing.,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['34:11', '2493.940511][T38928] dlp_file_pro', 'initializing.']"
344,Oct,10,15,34:11 test-pc kernel: [ 2493.940514][T38928] Security Module dlp_file_pro loaded with 2 hooks,beeb93c9,<*> test-pc kernel: [ <*> Security Module <*> loaded with <*> hooks,"['34:11', '2493.940514][T38928]', 'dlp_file_pro', '2']"
345,Oct,10,15,34:11 test-pc kernel: [ 2493.940515][T38928] dlp_file_pro kernel module add LSM hooks successfully.,ba1e19c2,<*> test-pc kernel: [ <*> <*> kernel module add LSM hooks successfully.,"['34:11', '2493.940515][T38928] dlp_file_pro']"
346,Oct,10,15,34:11 test-pc kernel: [ 2493.940521][T38928] dlp_file_pro kernel module sysfs init successfully.,8c9b742a,<*> test-pc kernel: [ <*> <*> kernel module sysfs init successfully.,"['34:11', '2493.940521][T38928] dlp_file_pro']"
347,Oct,10,15,34:13 test-pc kernel: [ 2495.351016][T38934] dlp_file_pro: rename sensitive file 				uid=1000 pid=38934 comm=/usr/bin/mv old_file=/data/home/test/abc55 new_file=/data/home/test/abc5 old_dir_ino=3932162 inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['34:13', '2495.351016][T38934]', 'pid=38934', 'old_file=/data/home/test/abc55 new_file=/data/home/test/abc5', 'inode_ino=3939923']"
348,Oct,10,15,34:14 test-pc kernel: [ 2496.371161][T38941] dlp_file_pro: rename sensitive file 				uid=1000 pid=38941 comm=/usr/bin/mv old_file=/data/home/test/abc5 new_file=/data/home/test/abc55 old_dir_ino=3932162 inode_ino=3939923,4a8c5b8b,<*> test-pc kernel: [ <*> dlp_file_pro: rename sensitive file uid=1000 <*> comm=/usr/bin/mv <*> <*> old_dir_ino=3932162 <*>,"['34:14', '2496.371161][T38941]', 'pid=38941', 'old_file=/data/home/test/abc5 new_file=/data/home/test/abc55', 'inode_ino=3939923']"
