LineId,Date,Time,Level,Content,EventId,EventTemplate,ParameterList
1,Oct,11,09,"12:28 test-pc dbus-daemon[128494]: [session uid=1000 pid=128492] [limitCtl]: full_limit_name is /etc/dbus-1/conf/com.kylin.dlp.TransControl.limit, id is 2",f083ab81,"<*> test-pc <*> [session uid=1000 <*> [limitCtl]: full_limit_name is /etc/dbus-1/conf/com.kylin.dlp.TransControl.limit, id is 2","['12:28', 'dbus-daemon[128494]:', 'pid=128492]']"
2,Oct,11,10,42:46 test-pc kernel: [71408.720729][T168593] Modules linked in: ky_dlp(OE) uas usb_storage dlp_file_pro(OE) st iptable_filter rfcomm cmac algif_hash vboxnetadp(OE) algif_skcipher vboxnetflt(OE) af_alg vboxdrv(OE) bnep snd_soc_skl_hda_dsp snd_soc_intel_hda_dsp_common snd_soc_hdac_hdmi snd_soc_dmic hid_generic x86_pkg_temp_thermal intel_powerclamp mei_hdcp coretemp intel_rapl_msr kvm_intel kvm snd_hda_codec_hdmi snd_hda_codec_realtek snd_hda_codec_generic crct10dif_pclmul crc32_pclmul snd_sof_pci snd_sof_intel_byt snd_sof_intel_ipc snd_sof_intel_hda_common snd_soc_hdac_hda ghash_clmulni_intel snd_sof_xtensa_dsp snd_sof_intel_hda snd_sof iwlmvm snd_hda_ext_core rapl snd_soc_acpi_intel_match uvcvideo intel_cstate snd_soc_acpi btusb videobuf2_vmalloc btrtl snd_soc_core videobuf2_memops videobuf2_v4l2 mac80211 usbhid btbcm snd_compress videobuf2_common btintel ac97_bus bluetooth joydev snd_pcm_dmaengine videodev snd_hda_intel wmi_bmof libarc4 mc hid snd_intel_dspcfg ecdh_generic ecc intel_wmi_thunderbolt,460be061,<*> test-pc kernel: <*> Modules linked in: ky_dlp(OE) uas usb_storage dlp_file_pro(OE) st iptable_filter rfcomm cmac algif_hash vboxnetadp(OE) algif_skcipher vboxnetflt(OE) af_alg vboxdrv(OE) bnep snd_soc_skl_hda_dsp snd_soc_intel_hda_dsp_common snd_soc_hdac_hdmi snd_soc_dmic hid_generic x86_pkg_temp_thermal intel_powerclamp mei_hdcp coretemp intel_rapl_msr kvm_intel kvm snd_hda_codec_hdmi snd_hda_codec_realtek snd_hda_codec_generic crct10dif_pclmul crc32_pclmul snd_sof_pci snd_sof_intel_byt snd_sof_intel_ipc snd_sof_intel_hda_common snd_soc_hdac_hda ghash_clmulni_intel snd_sof_xtensa_dsp snd_sof_intel_hda snd_sof iwlmvm snd_hda_ext_core rapl snd_soc_acpi_intel_match uvcvideo intel_cstate snd_soc_acpi btusb videobuf2_vmalloc btrtl snd_soc_core videobuf2_memops videobuf2_v4l2 mac80211 usbhid btbcm snd_compress videobuf2_common btintel ac97_bus bluetooth joydev snd_pcm_dmaengine videodev snd_hda_intel wmi_bmof libarc4 mc hid snd_intel_dspcfg ecdh_generic ecc intel_wmi_thunderbolt,"['42:46', '[71408.720729][T168593]']"
3,Oct,11,10,42:46 test-pc kernel: [71408.720767][T168593]  snd_hda_codec e1000e snd_hda_core iwlwifi snd_hwdep snd_pcm thunderbolt thinkpad_acpi nvram ledtrig_audio cfg80211 mei_me intel_pch_thermal snd_seq_midi mei snd_seq_midi_event processor_thermal_device intel_rapl_common snd_rawmidi intel_soc_dts_iosf ucsi_acpi typec_ucsi typec snd_seq snd_seq_device snd_timer snd soundcore int3403_thermal int340x_thermal_zone intel_hid int3400_thermal sparse_keymap acpi_thermal_rel acpi_pad sch_fq_codel vmwgfx ttm parport_pc ppdev lp parport ramoops reed_solomon efi_pstore ip_tables x_tables autofs4 nls_iso8859_1 multipath linear rtsx_pci_sdmmc i915 aesni_intel glue_helper crypto_simd cryptd input_leds psmouse serio_raw nvme i2c_algo_bit drm_kms_helper syscopyarea sysfillrect sysimgblt fb_sys_fops cec nvme_core drm rtsx_pci wmi video pinctrl_cannonlake mac_hid [last unloaded: ky_dlp],0626a324,<*> test-pc kernel: <*> <*> <*> <*> <*> <*> snd_pcm <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> intel_soc_dts_iosf <*> <*> <*> snd_seq snd_seq_device snd_timer snd soundcore int3403_thermal int340x_thermal_zone intel_hid int3400_thermal <*> acpi_thermal_rel <*> sch_fq_codel vmwgfx ttm parport_pc ppdev lp parport ramoops reed_solomon efi_pstore ip_tables x_tables autofs4 nls_iso8859_1 multipath linear rtsx_pci_sdmmc i915 aesni_intel glue_helper crypto_simd cryptd <*> <*> serio_raw <*> <*> drm_kms_helper syscopyarea sysfillrect <*> <*> <*> <*> drm rtsx_pci wmi video pinctrl_cannonlake mac_hid [last unloaded: <*>,"['42:46', '[71408.720767][T168593]', 'snd_hda_codec', 'e1000e snd_hda_core iwlwifi snd_hwdep', 'thunderbolt', 'thinkpad_acpi', 'nvram', 'ledtrig_audio', 'cfg80211', 'mei_me', 'intel_pch_thermal snd_seq_midi mei snd_seq_midi_event processor_thermal_device intel_rapl_common snd_rawmidi', 'ucsi_acpi', 'typec_ucsi typec', 'sparse_keymap', 'acpi_pad', 'input_leds psmouse', 'nvme i2c_algo_bit', 'sysimgblt', 'fb_sys_fops cec nvme_core', 'ky_dlp]']"
4,Oct,11,10,42:46 test-pc kernel: [71408.720805][T168593] CPU: 1 PID: 168593 Comm: kydlp-d Tainted: G        W  OE     5.10.0-8-generic #33~v10pro-KYLINOS,cc453a05,42:46 test-pc kernel: [71408.720805][T168593] CPU: 1 PID: 168593 Comm: kydlp-d Tainted: G W OE 5.10.0-8-generic #33~v10pro-KYLINOS,[]
5,Oct,11,10,42:46 test-pc kernel: [71408.720830][T168593]  get_hash+0x57/0xf0 [dlp_file_pro],84ee4ecf,42:46 test-pc kernel: <*> <*> [dlp_file_pro],['[71408.720830][T168593]  get_hash+0x57/0xf0']
6,Oct,11,10,42:46 test-pc kernel: [71408.720831][T168593]  control_by_blacklist+0xa6/0xf0 [dlp_file_pro],84ee4ecf,42:46 test-pc kernel: <*> <*> [dlp_file_pro],['[71408.720831][T168593]  control_by_blacklist+0xa6/0xf0']
7,Oct,11,10,42:46 test-pc kernel: [71408.720840][T168593]  dlp_file_open+0xab/0x110 [dlp_file_pro],84ee4ecf,42:46 test-pc kernel: <*> <*> [dlp_file_pro],['[71408.720840][T168593]  dlp_file_open+0xab/0x110']
8,Oct,11,11,12:19 test-pc kernel: [73181.447888][T130498] [   3487]     0  3487   137832        0   126976      315             0 kydlp-control,d9dc1e94,12:19 test-pc kernel: [73181.447888][T130498] [ 3487] 0 3487 137832 0 126976 315 0 kydlp-control,[]
9,Oct,11,11,12:19 test-pc kernel: [73181.448355][T130498] [ 168590]     0 168590  9456827  2413803 53301248  4082944             0 kydlp-d,892f2aeb,12:19 test-pc kernel: [73181.448355][T130498] [ 168590] 0 168590 9456827 2413803 53301248 4082944 0 kydlp-d,[]
10,Oct,11,11,"12:19 test-pc kernel: [73181.448378][T130498] oom-kill:constraint=CONSTRAINT_NONE,nodemask=(null),cpuset=/,mems_allowed=0,global_oom,task_memcg=/user.slice/user-1000.slice/session-40.scope,task=kydlp-d,pid=168590,uid=0",db8c86d7,"12:19 test-pc kernel: [73181.448378][T130498] oom-kill:constraint=CONSTRAINT_NONE,nodemask=(null),cpuset=/,mems_allowed=0,global_oom,task_memcg=/user.slice/user-1000.slice/session-40.scope,task=kydlp-d,pid=168590,uid=0",[]
11,Oct,11,11,"12:19 test-pc kernel: [73181.448423][T130498] Out of memory: Killed process 168590 (kydlp-d) total-vm:37827308kB, anon-rss:9655212kB, file-rss:0kB, shmem-rss:0kB, UID:0 pgtables:52052kB oom_score_adj:0",b6731a0a,"12:19 test-pc kernel: [73181.448423][T130498] Out of memory: Killed process 168590 (kydlp-d) total-vm:37827308kB, anon-rss:9655212kB, file-rss:0kB, shmem-rss:0kB, UID:0 pgtables:52052kB oom_score_adj:0",[]
12,Oct,11,11,"12:20 test-pc kernel: [73183.334456][   T63] oom_reaper: reaped process 168590 (kydlp-d), now anon-rss:0kB, file-rss:0kB, shmem-rss:0kB",85bd854a,"12:20 test-pc kernel: [73183.334456][ T63] oom_reaper: reaped process 168590 (kydlp-d), now anon-rss:0kB, file-rss:0kB, shmem-rss:0kB",[]
13,Oct,10,14,11:03 test-pc kernel: [160639.899296][T515738] dlp_file_pro: user[1000] task[mv]  rename sensitive file: [abc5],4537f41a,<*> test-pc kernel: <*> dlp_file_pro: user[1000] task[mv] rename sensitive file: <*>,"['11:03', '[160639.899296][T515738]', '[abc5]']"
14,Oct,10,14,15:58 test-pc kernel: [160652.891987][T515868] dlp_file_pro: user[1000] task[mv]  rename sensitive file: [bac55],4537f41a,<*> test-pc kernel: <*> dlp_file_pro: user[1000] task[mv] rename sensitive file: <*>,"['15:58', '[160652.891987][T515868]', '[bac55]']"
15,Oct,10,14,19:50 test-pc kernel: [161179.124745][T521603] Security Module dlp_file_pro removed,f81fdd8f,<*> test-pc kernel: <*> Security Module <*> removed,"['19:50', '[161179.124745][T521603]', 'dlp_file_pro']"
16,Oct,10,14,19:50 test-pc kernel: [161179.124750][T521603] dlp_file_pro module exit,2e4c5110,<*> test-pc kernel: <*> dlp_file_pro module <*>,"['19:50', '[161179.124750][T521603]', 'exit']"
17,Oct,10,14,19:50 test-pc kernel: [161179.180979][T521607] dlp_file_pro module initializing.,2e4c5110,<*> test-pc kernel: <*> dlp_file_pro module <*>,"['19:50', '[161179.180979][T521607]', 'initializing.']"
18,Oct,10,14,19:50 test-pc kernel: [161179.180982][T521607] Security Module dlp_file_pro loaded with 2 hooks,7bb1e64f,<*> test-pc kernel: <*> Security Module <*> loaded with <*> hooks,"['19:50', '[161179.180982][T521607]', 'dlp_file_pro', '2']"
19,Oct,10,14,19:50 test-pc kernel: [161179.180982][T521607] dlp_file_pro kernel module add LSM hooks successfully.,7d661fcd,<*> test-pc kernel: <*> <*> kernel module add LSM hooks successfully.,"['19:50', '[161179.180982][T521607] dlp_file_pro']"
20,Oct,10,14,19:50 test-pc kernel: [161179.180990][T521607] dlp_file_pro kernel module sysfs init successfully.,41048a90,<*> test-pc kernel: <*> <*> kernel module sysfs init successfully.,"['19:50', '[161179.180990][T521607] dlp_file_pro']"
21,Oct,10,14,20:13 test-pc kernel: [161194.913504][T521751] dlp_file_pro: uid=1000 pid=521751 comm=mv rename sensitive file: [abc5],2cbd9f18,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=mv rename sensitive file: <*>,"['20:13', '[161194.913504][T521751]', 'pid=521751', '[abc5]']"
22,Oct,10,14,20:16 test-pc kernel: [161202.870550][T521793] dlp_file_pro: uid=1000 pid=521793 comm=mv rename sensitive file: [abc55],2cbd9f18,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=mv rename sensitive file: <*>,"['20:16', '[161202.870550][T521793]', 'pid=521793', '[abc55]']"
23,Oct,10,14,20:17 test-pc kernel: [161205.176810][T521810] dlp_file_pro: uid=1000 pid=521810 comm=mv rename sensitive file: [abc5],2cbd9f18,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=mv rename sensitive file: <*>,"['20:17', '[161205.176810][T521810]', 'pid=521810', '[abc5]']"
24,Oct,10,14,20:18 test-pc kernel: [161206.217889][T521814] dlp_file_pro: uid=1000 pid=521814 comm=mv rename sensitive file: [abc55],2cbd9f18,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=mv rename sensitive file: <*>,"['20:18', '[161206.217889][T521814]', 'pid=521814', '[abc55]']"
25,Oct,10,14,20:18 test-pc kernel: [161207.177583][T521821] dlp_file_pro: uid=1000 pid=521821 comm=mv rename sensitive file: [abc5],2cbd9f18,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=mv rename sensitive file: <*>,"['20:18', '[161207.177583][T521821]', 'pid=521821', '[abc5]']"
26,Oct,10,14,25:45 test-pc kernel: [161208.058699][T521822] dlp_file_pro: uid=1000 pid=521822 comm=mv rename sensitive file: [abc55],2cbd9f18,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=mv rename sensitive file: <*>,"['25:45', '[161208.058699][T521822]', 'pid=521822', '[abc55]']"
27,Oct,10,14,25:45 test-pc kernel: [161534.970693][T525711] Security Module dlp_file_pro removed,f81fdd8f,<*> test-pc kernel: <*> Security Module <*> removed,"['25:45', '[161534.970693][T525711]', 'dlp_file_pro']"
28,Oct,10,14,25:45 test-pc kernel: [161534.970698][T525711] dlp_file_pro module exit,2e4c5110,<*> test-pc kernel: <*> dlp_file_pro module <*>,"['25:45', '[161534.970698][T525711]', 'exit']"
29,Oct,10,14,25:45 test-pc kernel: [161535.025387][T525715] dlp_file_pro module initializing.,2e4c5110,<*> test-pc kernel: <*> dlp_file_pro module <*>,"['25:45', '[161535.025387][T525715]', 'initializing.']"
30,Oct,10,14,25:45 test-pc kernel: [161535.025391][T525715] Security Module dlp_file_pro loaded with 2 hooks,7bb1e64f,<*> test-pc kernel: <*> Security Module <*> loaded with <*> hooks,"['25:45', '[161535.025391][T525715]', 'dlp_file_pro', '2']"
31,Oct,10,14,25:45 test-pc kernel: [161535.025391][T525715] dlp_file_pro kernel module add LSM hooks successfully.,7d661fcd,<*> test-pc kernel: <*> <*> kernel module add LSM hooks successfully.,"['25:45', '[161535.025391][T525715] dlp_file_pro']"
32,Oct,10,14,25:45 test-pc kernel: [161535.025397][T525715] dlp_file_pro kernel module sysfs init successfully.,41048a90,<*> test-pc kernel: <*> <*> kernel module sysfs init successfully.,"['25:45', '[161535.025397][T525715] dlp_file_pro']"
33,Oct,10,14,26:07 test-pc kernel: [161551.359131][T525869] dlp_file_pro: uid=1000 pid=525869 comm=/usr/bin/mv rename sensitive file: [abc5] to [abc55],d4d35c36,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file: <*> to <*>,"['26:07', '[161551.359131][T525869]', 'pid=525869', '[abc5]', '[abc55]']"
34,Oct,10,14,26:09 test-pc kernel: [161556.892136][T525898] dlp_file_pro: uid=1000 pid=525898 comm=/usr/bin/mv rename sensitive file: [abc55] to [abc5],d4d35c36,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file: <*> to <*>,"['26:09', '[161556.892136][T525898]', 'pid=525898', '[abc55]', '[abc5]']"
35,Oct,10,14,26:10 test-pc kernel: [161558.404922][T525905] dlp_file_pro: uid=1000 pid=525905 comm=/usr/bin/mv rename sensitive file: [abc5] to [abc55],d4d35c36,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file: <*> to <*>,"['26:10', '[161558.404922][T525905]', 'pid=525905', '[abc5]', '[abc55]']"
36,Oct,10,14,26:11 test-pc kernel: [161559.339937][T525912] dlp_file_pro: uid=1000 pid=525912 comm=/usr/bin/mv rename sensitive file: [abc55] to [abc5],d4d35c36,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file: <*> to <*>,"['26:11', '[161559.339937][T525912]', 'pid=525912', '[abc55]', '[abc5]']"
37,Oct,10,14,26:12 test-pc kernel: [161560.304801][T525916] dlp_file_pro: uid=1000 pid=525916 comm=/usr/bin/mv rename sensitive file: [abc5] to [abc55],d4d35c36,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file: <*> to <*>,"['26:12', '[161560.304801][T525916]', 'pid=525916', '[abc5]', '[abc55]']"
38,Oct,10,14,39:01 test-pc kernel: [161561.124382][T525923] dlp_file_pro: uid=1000 pid=525923 comm=/usr/bin/mv rename sensitive file: [abc55] to [abc5],d4d35c36,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file: <*> to <*>,"['39:01', '[161561.124382][T525923]', 'pid=525923', '[abc55]', '[abc5]']"
39,Oct,10,14,39:01 test-pc kernel: [162330.208733][T533201] Security Module dlp_file_pro removed,f81fdd8f,<*> test-pc kernel: <*> Security Module <*> removed,"['39:01', '[162330.208733][T533201]', 'dlp_file_pro']"
40,Oct,10,14,39:01 test-pc kernel: [162330.208740][T533201] dlp_file_pro module exit,2e4c5110,<*> test-pc kernel: <*> dlp_file_pro module <*>,"['39:01', '[162330.208740][T533201]', 'exit']"
41,Oct,10,14,39:01 test-pc kernel: [162330.254268][T533210] dlp_file_pro module initializing.,2e4c5110,<*> test-pc kernel: <*> dlp_file_pro module <*>,"['39:01', '[162330.254268][T533210]', 'initializing.']"
42,Oct,10,14,39:01 test-pc kernel: [162330.254272][T533210] Security Module dlp_file_pro loaded with 2 hooks,7bb1e64f,<*> test-pc kernel: <*> Security Module <*> loaded with <*> hooks,"['39:01', '[162330.254272][T533210]', 'dlp_file_pro', '2']"
43,Oct,10,14,39:01 test-pc kernel: [162330.254272][T533210] dlp_file_pro kernel module add LSM hooks successfully.,7d661fcd,<*> test-pc kernel: <*> <*> kernel module add LSM hooks successfully.,"['39:01', '[162330.254272][T533210] dlp_file_pro']"
44,Oct,10,14,39:01 test-pc kernel: [162330.254280][T533210] dlp_file_pro kernel module sysfs init successfully.,41048a90,<*> test-pc kernel: <*> <*> kernel module sysfs init successfully.,"['39:01', '[162330.254280][T533210] dlp_file_pro']"
45,Oct,10,14,39:47 test-pc kernel: [162372.121449][T533548] dlp_file_pro: uid=1000 pid=533548 comm=/usr/bin/mv rename sensitive file old_file=abc5 new_file=abc55 old_ino=3932162  new_ino=3932162,03bf8cc1,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162,"['39:47', '[162372.121449][T533548]', 'pid=533548', 'old_file=abc5 new_file=abc55']"
46,Oct,10,14,40:52 test-pc kernel: [162376.806549][T533573] dlp_file_pro: uid=1000 pid=533573 comm=/usr/bin/mv rename sensitive file old_file=abc55 new_file=abc5 old_ino=3932162  new_ino=3932162,03bf8cc1,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162,"['40:52', '[162376.806549][T533573]', 'pid=533573', 'old_file=abc55 new_file=abc5']"
47,Oct,10,14,40:54 test-pc kernel: [162442.023455][T534015] dlp_file_pro: uid=1000 pid=534015 comm=/usr/bin/mv rename sensitive file old_file=abc5 new_file=abc55 old_ino=3932162  new_ino=3932162,03bf8cc1,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162,"['40:54', '[162442.023455][T534015]', 'pid=534015', 'old_file=abc5 new_file=abc55']"
48,Oct,10,14,41:57 test-pc kernel: [162443.096707][T534022] dlp_file_pro: uid=1000 pid=534022 comm=/usr/bin/mv rename sensitive file old_file=abc55 new_file=abc5 old_ino=3932162  new_ino=3932162,03bf8cc1,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162,"['41:57', '[162443.096707][T534022]', 'pid=534022', 'old_file=abc55 new_file=abc5']"
49,Oct,10,14,45:44 test-pc kernel: [162506.276532][T534656] dlp_file_pro: uid=1000 pid=534656 comm=/usr/bin/mv rename sensitive file old_file=abc5 new_file=abc55 old_ino=3932162  new_ino=3932162,03bf8cc1,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162,"['45:44', '[162506.276532][T534656]', 'pid=534656', 'old_file=abc5 new_file=abc55']"
50,Oct,10,14,45:44 test-pc kernel: [162733.522751][T537345] Security Module dlp_file_pro removed,f81fdd8f,<*> test-pc kernel: <*> Security Module <*> removed,"['45:44', '[162733.522751][T537345]', 'dlp_file_pro']"
51,Oct,10,14,45:44 test-pc kernel: [162733.522758][T537345] dlp_file_pro module exit,2e4c5110,<*> test-pc kernel: <*> dlp_file_pro module <*>,"['45:44', '[162733.522758][T537345]', 'exit']"
52,Oct,10,14,45:44 test-pc kernel: [162733.562840][T537349] dlp_file_pro module initializing.,2e4c5110,<*> test-pc kernel: <*> dlp_file_pro module <*>,"['45:44', '[162733.562840][T537349]', 'initializing.']"
53,Oct,10,14,45:44 test-pc kernel: [162733.562843][T537349] Security Module dlp_file_pro loaded with 2 hooks,7bb1e64f,<*> test-pc kernel: <*> Security Module <*> loaded with <*> hooks,"['45:44', '[162733.562843][T537349]', 'dlp_file_pro', '2']"
54,Oct,10,14,45:44 test-pc kernel: [162733.562844][T537349] dlp_file_pro kernel module add LSM hooks successfully.,7d661fcd,<*> test-pc kernel: <*> <*> kernel module add LSM hooks successfully.,"['45:44', '[162733.562844][T537349] dlp_file_pro']"
55,Oct,10,14,45:44 test-pc kernel: [162733.562850][T537349] dlp_file_pro kernel module sysfs init successfully.,41048a90,<*> test-pc kernel: <*> <*> kernel module sysfs init successfully.,"['45:44', '[162733.562850][T537349] dlp_file_pro']"
56,Oct,10,14,45:48 test-pc kernel: [162736.660448][T537373] dlp_file_pro: uid=1000 pid=537373 comm=/usr/bin/mv rename sensitive file old_file=abc55 new_file=abc5 old_ino=3932162  new_ino=3932162 den_ino=3939923,8c30acd9,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162 den_ino=3939923,"['45:48', '[162736.660448][T537373]', 'pid=537373', 'old_file=abc55 new_file=abc5']"
57,Oct,10,14,47:45 test-pc kernel: [162737.953104][T537377] dlp_file_pro: uid=1000 pid=537377 comm=/usr/bin/mv rename sensitive file old_file=abc5 new_file=abc55 old_ino=3932162  new_ino=3932162 den_ino=3939923,8c30acd9,<*> test-pc kernel: <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162 den_ino=3939923,"['47:45', '[162737.953104][T537377]', 'pid=537377', 'old_file=abc5 new_file=abc55']"
58,Oct,10,14,47:45 test-pc kernel: [162854.191898][T539726] Security Module dlp_file_pro removed,f81fdd8f,<*> test-pc kernel: <*> Security Module <*> removed,"['47:45', '[162854.191898][T539726]', 'dlp_file_pro']"
59,Oct,10,14,47:45 test-pc kernel: [162854.191904][T539726] dlp_file_pro module exit,2e4c5110,<*> test-pc kernel: <*> dlp_file_pro module <*>,"['47:45', '[162854.191904][T539726]', 'exit']"
60,Oct,10,14,47:45 test-pc kernel: [162854.234359][T539730] dlp_file_pro module initializing.,2e4c5110,<*> test-pc kernel: <*> dlp_file_pro module <*>,"['47:45', '[162854.234359][T539730]', 'initializing.']"
61,Oct,10,14,47:45 test-pc kernel: [162854.234363][T539730] Security Module dlp_file_pro loaded with 2 hooks,7bb1e64f,<*> test-pc kernel: <*> Security Module <*> loaded with <*> hooks,"['47:45', '[162854.234363][T539730]', 'dlp_file_pro', '2']"
62,Oct,10,14,47:45 test-pc kernel: [162854.234363][T539730] dlp_file_pro kernel module add LSM hooks successfully.,7d661fcd,<*> test-pc kernel: <*> <*> kernel module add LSM hooks successfully.,"['47:45', '[162854.234363][T539730] dlp_file_pro']"
63,Oct,10,14,47:45 test-pc kernel: [162854.234370][T539730] dlp_file_pro kernel module sysfs init successfully.,41048a90,<*> test-pc kernel: <*> <*> kernel module sysfs init successfully.,"['47:45', '[162854.234370][T539730] dlp_file_pro']"
64,Oct,10,14,49:52 test-pc kernel: [162981.453849][T540754] RIP: 0010:dlp_file_rename+0x117/0x140 [dlp_file_pro],1f36cb9c,49:52 test-pc kernel: <*> RIP: 0010:dlp_file_rename+0x117/0x140 [dlp_file_pro],['[162981.453849][T540754]']
65,Oct,10,14,49:52 test-pc kernel: [162981.453886][T540754] Modules linked in: dlp_file_pro(OE) binfmt_misc st iptable_filter rfcomm cmac algif_hash algif_skcipher vboxnetadp(OE) af_alg vboxnetflt(OE) vboxdrv(OE) bnep snd_soc_skl_hda_dsp snd_soc_intel_hda_dsp_common snd_soc_hdac_hdmi snd_soc_dmic snd_hda_codec_hdmi hid_generic snd_hda_codec_realtek mei_hdcp snd_hda_codec_generic intel_rapl_msr snd_sof_pci snd_sof_intel_byt snd_sof_intel_ipc snd_sof_intel_hda_common iwlmvm x86_pkg_temp_thermal snd_soc_hdac_hda intel_powerclamp snd_sof_xtensa_dsp coretemp snd_sof_intel_hda mac80211 snd_sof kvm_intel kvm crct10dif_pclmul snd_hda_ext_core snd_soc_acpi_intel_match snd_soc_acpi crc32_pclmul snd_soc_core libarc4 snd_compress ac97_bus ghash_clmulni_intel snd_pcm_dmaengine rapl snd_hda_intel intel_cstate snd_intel_dspcfg joydev uvcvideo snd_hda_codec snd_hda_core videobuf2_vmalloc btusb usbhid thinkpad_acpi btrtl videobuf2_memops snd_hwdep videobuf2_v4l2 btbcm iwlwifi nvram videobuf2_common hid btintel ledtrig_audio,b2ae44c5,49:52 test-pc kernel: [162981.453886][T540754] Modules linked in: dlp_file_pro(OE) binfmt_misc st iptable_filter rfcomm cmac algif_hash algif_skcipher vboxnetadp(OE) af_alg vboxnetflt(OE) vboxdrv(OE) bnep snd_soc_skl_hda_dsp snd_soc_intel_hda_dsp_common snd_soc_hdac_hdmi snd_soc_dmic snd_hda_codec_hdmi hid_generic snd_hda_codec_realtek mei_hdcp snd_hda_codec_generic intel_rapl_msr snd_sof_pci snd_sof_intel_byt snd_sof_intel_ipc snd_sof_intel_hda_common iwlmvm x86_pkg_temp_thermal snd_soc_hdac_hda intel_powerclamp snd_sof_xtensa_dsp coretemp snd_sof_intel_hda mac80211 snd_sof kvm_intel kvm crct10dif_pclmul snd_hda_ext_core snd_soc_acpi_intel_match snd_soc_acpi crc32_pclmul snd_soc_core libarc4 snd_compress ac97_bus ghash_clmulni_intel snd_pcm_dmaengine rapl snd_hda_intel intel_cstate snd_intel_dspcfg joydev uvcvideo snd_hda_codec snd_hda_core videobuf2_vmalloc btusb usbhid thinkpad_acpi btrtl videobuf2_memops snd_hwdep videobuf2_v4l2 btbcm iwlwifi nvram videobuf2_common hid btintel ledtrig_audio,[]
